Subcategory,Filename,Image URL,Resolution
Butter Chicken,Butter_Chicken_6.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbhCMBOaQzZdWHYUlsFzbj5qaE7ixbT2zyMWG2shJ-umrnLhjo0DMX9-Ry&s,46x57
Butter Chicken,Butter_Chicken_7.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoboXEm1psAxeSEy_HZ4E30Gnoij9tH21Yl--vkQ0NsBYJK6lPPxu_0Mij&s,46x57
Butter Chicken,Butter_Chicken_8.jpg,https://fonts.gstatic.com/s/i/productlogos/googleg/v6/24px.svg,unknown
Butter Chicken,Butter_Chicken_9.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTM4InrfFShNaC8y_6o5d9z_nNK0gxTD8Lynw&s,259x195
Butter Chicken,Butter_Chicken_10.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFZ9jTwiJCIb3xEGXzUdGivzWo9UTnbiShqg&s,183x275
Butter Chicken,Butter_Chicken_11.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTp8RKgrPTq7uBhJ-dTns2C9C7NfWol7VdNEg&s,185x273
Butter Chicken,Butter_Chicken_12.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDgbuLIAxmxMTpPuj0mKEvCrno-NPbLl6voQ&s,225x225
Butter Chicken,Butter_Chicken_13.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpsLZxzy3tU_EncPMI44KcT4aGdFdGVtMxPw&s,274x184
Butter Chicken,Butter_Chicken_14.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDYMM1pMNaW2JYe3Cli_LUhyXS_QuClPgH_A&s,183x275
Butter Chicken,Butter_Chicken_15.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqfetusvqsG8cIvIR04dO4bucqVLuet4gByg&s,275x183
Butter Chicken,Butter_Chicken_16.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7lTWux4WKR1Ex5O5OQaQAAkl8WHvuGjEl0Q&s,199x253
Butter Chicken,Butter_Chicken_17.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9K8ISIApvIMG-vpYas0Oy-SSYsdrj0xWt7Q&s,225x225
Butter Chicken,Butter_Chicken_18.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgHHrRB7YWkE5WrkwKU-4VA3uEq5pMkTQDQQ&s,201x251
Butter Chicken,Butter_Chicken_19.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu4rov1tfyurDuQaJ_RbCnpJHz_vcNgnCWJQ&s,275x183
Butter Chicken,Butter_Chicken_20.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2xfn2NZTjbi8rH1YsjiF8oJPddb0z5IWMUQ&s,225x225
Butter Chicken,Butter_Chicken_21.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN5ibkig4TgmK-bdPFocUwF9QZfbLwIvExKQ&s,275x183
Butter Chicken,Butter_Chicken_22.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2d1VEJ1EXY4o7TIMqbkrNLsTLV-9Qs0VsHA&s,201x251
Butter Chicken,Butter_Chicken_23.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5Yllv1uM4UNWFxbXcDDgjAQvExb-YMBvJTg&s,183x275
Butter Chicken,Butter_Chicken_24.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlAqK5pFnZHiC5xDhbPZuqmO21AWxlZYLO9g&s,272x185
Butter Chicken,Butter_Chicken_25.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV9KeaVm63tr0k__2FNO5pOHWy-BWZCNw5EA&s,201x251
Butter Chicken,Butter_Chicken_26.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRNldazN4Rs37_gb0ITTXwgFtBZNxuPiHL5Q&s,225x225
Butter Chicken,Butter_Chicken_27.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7uTlWiT7cXxu6fFFjGMRvEYoSH7-V_x2hPA&s,201x251
Butter Chicken,Butter_Chicken_28.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIQ29V7sCEOdqW8f4zTW31GlcPxfjcy6sHTw&s,225x225
Butter Chicken,Butter_Chicken_29.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwwchLnehaEoBUoS_IeSXMJ3nqxRA4I2OngQ&s,225x225
Butter Chicken,Butter_Chicken_30.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbVtFPMFqhlzhoIC1FIkKObvhnBNOFbR1ozQ&s,223x226
Butter Chicken,Butter_Chicken_31.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrY13bkHhHjRHuvMEJ4Mfpksl0QX9DZSCFmCGYfrOA0Gc0ScPy3wk1&s=0,50x50
Butter Chicken,Butter_Chicken_32.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnI4XTK3no8DRTirl6bdyLBU1TUbxmhZCd-z5yT4eSAQ_RhjQlNZK-&s=0,50x50
Butter Chicken,Butter_Chicken_33.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYQ5M5QIOEHnSORN0nwc2wslHlNnG95_ibAY0MTV4cLQMpMQR3glAz&s=0,50x50
Butter Chicken,Butter_Chicken_34.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReh_iOMxznvJZZ8RSW7PYwNM3tXlheCzo_wg&s,157x321
Butter Chicken,Butter_Chicken_35.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZME6PUZOxYZkNOHhZ5k0ObZnORDpNoUvSmg&s,275x183
Butter Chicken,Butter_Chicken_36.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN4WtRlqrcnxLfgd4t5FIeZAx42-Kbi6N_2A&s,183x275
Butter Chicken,Butter_Chicken_37.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNkz193jZsaechimodNvfyQ_YDkg1M1MEUmQ&s,225x225
Butter Chicken,Butter_Chicken_38.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRros_PWm1CD-QRw_NrBCIhHHDqpnCW9VexGg&s,300x168
Butter Chicken,Butter_Chicken_39.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRspj6Xm2_emugF3yWAuUaoCeCFKAa4Ni7qZA&s,225x225
Butter Chicken,Butter_Chicken_40.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUMSxqWiViHm4ZGi-p3kt3zNza_HBVun7v9w&s,275x183
Butter Chicken,Butter_Chicken_41.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEX5iWiUQT2sE0ckHL1BxhuC49GO_PUMOyLA&s,183x275
Butter Chicken,Butter_Chicken_42.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRQACnCpt46TKSiHTAxoDrGEa-lwtoTAT7sQ&s,259x194
Butter Chicken,Butter_Chicken_43.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKTZT17XGFnNkB_1bQRNIMN8q7bnS3QXbmbQ&s,165x306
Butter Chicken,Butter_Chicken_44.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsUIXE-sGzQdtFc451Aabf5Ruvel7S7zyUkw&s,275x183
Butter Chicken,Butter_Chicken_45.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVb1fxRn6A2GTX9JXw5Wc5jMPXwA-pp8k0Ew&s,225x225
Butter Chicken,Butter_Chicken_46.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg19SS9hHn2DImtxsjnAIqBXgvHw-ac8mKSg&s,193x261
Butter Chicken,Butter_Chicken_47.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPH1llfmimhWVFXXHLspGNqbBLru3G3D43OQ&s,225x224
Butter Chicken,Butter_Chicken_48.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRr3ZdMGjWXBGVQGEy1PmorN-zOWxdCOID3eQ&s,252x200
Butter Chicken,Butter_Chicken_49.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHtbLXMitjhXmGXaNsQE00JL5eQmx9pA6Z0g&s,219x230
Butter Chicken,Butter_Chicken_50.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb3KtSdZ55rkTBffWxGmrzDe2Su91QMSzlBQ&s,183x275
Chole Bhature,Chole_Bhature_1.jpg,https://www.google.com/logos/doodles/2025/international-womens-day-2025-6753651837110620.4-shsdrk.png,1150x116
Chole Bhature,Chole_Bhature_2.jpg,https://www.google.com/logos/doodles/2025/international-womens-day-2025-6753651837110620.2-sdrk.png,120x44
Chole Bhature,Chole_Bhature_3.jpg,https://www.google.com/logos/doodles/2025/international-womens-day-2025-6753651837110620.5-lsg.png,192x192
Chole Bhature,Chole_Bhature_4.jpg,https://fonts.gstatic.com/s/i/productlogos/googleg/v6/24px.svg,unknown
Chole Bhature,Chole_Bhature_5.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRHwGhUOZflnMmmz1RrBrmDgC5SEQbL4Y8CQ&s,340x148
Chole Bhature,Chole_Bhature_6.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_rtEB7UFiQfS0-IxJqpckTz2R2wpLU6cTcg&s,259x194
Chole Bhature,Chole_Bhature_7.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHFW4TmLeLN5vukmE1QcdZzmDiSWBZSPIS0Q&s,183x275
Chole Bhature,Chole_Bhature_8.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCHiTGqsUNrDfXg6Gtu71ZDUtEbW09-tu4Eg&s,189x266
Chole Bhature,Chole_Bhature_9.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTONexKbzQ8WoE1uG7PWPtj3zkSxRxSQlSy8A&s,299x168
Chole Bhature,Chole_Bhature_10.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQufT5Du71yKwVKk-_L-sfYIXrVieznxXhvDg&s,299x168
Chole Bhature,Chole_Bhature_11.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXczDc9Iym9QzJyujYBGyDYE5bygD1AGwMSQ&s,194x259
Chole Bhature,Chole_Bhature_12.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3JuH7M10RKGKCeToGfdv2-n_aMzeaNo5O4Q&s,224x224
Chole Bhature,Chole_Bhature_13.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC2eE8adOdaqjjoxo0bSRSoyxy5eG21LdbOQ&s,218x231
Chole Bhature,Chole_Bhature_14.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJvCsoCEbyKzb8Vh6Wa-GXySwE2QgJB0OUIQ&s,275x183
Chole Bhature,Chole_Bhature_15.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNRFeFObFxY1Lwiwn7ptoK6D3r98YxmUkrrg&s,225x225
Chole Bhature,Chole_Bhature_16.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn9AoW4W51q8-qw8fNNUcPtsMYQ_0N00VmUA&s,183x275
Chole Bhature,Chole_Bhature_17.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6dVjR778MLeKZ6MAbyy-8MuHPLe5CUF4WHg&s,225x225
Chole Bhature,Chole_Bhature_18.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUWm9V4XcoDuKBGQj13ObMzGaYglXnwf-S0Mk0L2XnYT_xo37DmN1c&s=0,50x50
Chole Bhature,Chole_Bhature_19.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMuUt6hQoJR0JjIL0ngFSBi2t28msOkrgvNrCC44kqvHWlhIpuHMLs&s=0,50x50
Chole Bhature,Chole_Bhature_20.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyiyTud6Qb0ZsHikqcbsOHdiNZI0q_KvXbB5s3iLzGbBXCTz-Vx0A-&s=0,50x50
Chole Bhature,Chole_Bhature_21.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6TRlIgSx4qLDOROWrvQeKynfazTcYPRhFPw&s,271x186
Chole Bhature,Chole_Bhature_22.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkuvVDPMguxtbaoJ62u2b_R-wrRe06OLnTIQ&s,300x168
Chole Bhature,Chole_Bhature_23.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTigkyvqhWDMVnG1yMvEX3We32N0mvuuX3yEQ&s,259x194
Chole Bhature,Chole_Bhature_24.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOVwOr8X4M18cXwyMolGXP5huPZKBB4bsxEA&s,262x193
Chole Bhature,Chole_Bhature_25.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCKYCd1aWkfjjC53KOHe2GwwRA9DepgewEPg&s,300x168
Chole Bhature,Chole_Bhature_26.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNkCYymBh6KWya7j9Yq3kaZVNzRjd4ZaZWkg&s,300x168
Chole Bhature,Chole_Bhature_27.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrONDXwItOSTaasoLCscK6Z22iz8BcLdsnew&s,260x194
Chole Bhature,Chole_Bhature_28.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK4K5hXchmuMFL6_ecPbqlzrZtwq_ybi1BBw&s,261x193
Chole Bhature,Chole_Bhature_29.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTScbg6fVm0N55KkaPi6NmcexXJDyvCDUuaNA&s,183x275
Chole Bhature,Chole_Bhature_30.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWEaYlxKO6hZDW_m4h6P44x18HahYcn4LsFQ&s,300x168
Chole Bhature,Chole_Bhature_31.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRwuF8PwzwbV9CjvQHaIUVeA1BFh_dzs1xtA&s,358x141
Chole Bhature,Chole_Bhature_32.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1hZ4siW9Jikykr63qcG5aUDICACF7gDQOug&s,276x183
Chole Bhature,Chole_Bhature_33.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7mD4dwQ6Cz6k-3a_s44Fq7ycma0gyYx35KA&s,275x183
Chole Bhature,Chole_Bhature_34.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0YBK6cixdYNvdkTFz6PqmICtVcNafCyxCpQ&s,225x225
Chole Bhature,Chole_Bhature_35.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXd06sql10S1aUhHe3EHeLk3vTxKtCJV0jVg&s,267x189
Chole Bhature,Chole_Bhature_36.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJr5DRvUrjr8iCJS_vtF3u1Pdls5rtBr19rA&s,275x183
Chole Bhature,Chole_Bhature_37.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPuhkZB47icYEEV58xPKWwMhY55YWBNc9RVQ&s,299x168
Chole Bhature,Chole_Bhature_38.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR22hVhRY4o55cCFYuFaIqLFuNOUXUo7q67lQ&s,225x225
Chole Bhature,Chole_Bhature_39.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBpBjWuO6Wm5nc_5i_gCJCmdV1R4ERVcWnRQ&s,275x183
Chole Bhature,Chole_Bhature_40.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsu9SGzlOy6BC0goMC17im0gB4coXzki3f7w&s,241x209
Chole Bhature,Chole_Bhature_41.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-vEwbGg8m2RakG_CD1sw4FwiDxX79_p9iFw&s,319x158
Chole Bhature,Chole_Bhature_42.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwco4_Lmksh-CZ7lTB2CWULW0fflGxWZAcog&s,217x232
Chole Bhature,Chole_Bhature_43.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL4ZWMTYrMII3MnL8q7lCfZlCQvEGjeuZtxQ&s,275x183
Chole Bhature,Chole_Bhature_44.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSohS6_aoTzb5aeZNzH-JKGzkOh-HqMRWqu_A&s,300x168
Chole Bhature,Chole_Bhature_45.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdK4OoXzspmmXw8Zv6IMm8sCXyYinXgA03Ncv8YvNislYDBbICba-D&s=0,50x50
Chole Bhature,Chole_Bhature_46.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDWwA-ZAE_FQzMj8H29ngIk254HdO_qv2eLKakITPRyVSHfedCiNG4&s=0,50x50
